Anio;Periodo;DatoSobreEnvejecimiento;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2021;Anual;35.0;144;14;Media Legua;Moratalaz
2022;Anual;35.5;144;14;Media Legua;Moratalaz
2005;Anual;29.94;102;10;Puerta del Ángel;Latina
2006;Anual;31.26;102;10;Puerta del Ángel;Latina
2007;Anual;32.9;102;10;Puerta del Ángel;Latina
2008;Anual;34.78;102;10;Puerta del Ángel;Latina
2009;Anual;36.54;102;10;Puerta del Ángel;Latina
2010;Anual;38.24;102;10;Puerta del Ángel;Latina
2011;Anual;39.32;102;10;Puerta del Ángel;Latina
2012;Anual;40.87;102;10;Puerta del Ángel;Latina
2013;Anual;42.1;102;10;Puerta del Ángel;Latina
2014;Anual;43.23;102;10;Puerta del Ángel;Latina
2015;Anual;43.8;102;10;Puerta del Ángel;Latina
2016;Anual;43.74;102;10;Puerta del Ángel;Latina
2017;Anual;44.0;102;10;Puerta del Ángel;Latina
2018;Anual;43.51;102;10;Puerta del Ángel;Latina
2019;Anual;42.7;102;10;Puerta del Ángel;Latina
2020;Anual;41.4;102;10;Puerta del Ángel;Latina
2021;Anual;41.1;102;10;Puerta del Ángel;Latina
2022;Anual;39.4;102;10;Puerta del Ángel;Latina
2005;Anual;25.89;36;3;Niño Jesús;Retiro
2006;Anual;26.54;36;3;Niño Jesús;Retiro
2007;Anual;27.51;36;3;Niño Jesús;Retiro
2008;Anual;28.27;36;3;Niño Jesús;Retiro
2009;Anual;28.58;36;3;Niño Jesús;Retiro
2010;Anual;28.78;36;3;Niño Jesús;Retiro
2011;Anual;30.15;36;3;Niño Jesús;Retiro
2012;Anual;31.04;36;3;Niño Jesús;Retiro
2013;Anual;32.08;36;3;Niño Jesús;Retiro
2014;Anual;32.24;36;3;Niño Jesús;Retiro
2015;Anual;32.35;36;3;Niño Jesús;Retiro
2016;Anual;32.5;36;3;Niño Jesús;Retiro
2017;Anual;32.4;36;3;Niño Jesús;Retiro
2018;Anual;32.37;36;3;Niño Jesús;Retiro
2019;Anual;32.0;36;3;Niño Jesús;Retiro
2020;Anual;31.4;36;3;Niño Jesús;Retiro
2021;Anual;32.0;36;3;Niño Jesús;Retiro
2022;Anual;32.3;36;3;Niño Jesús;Retiro
2005;Anual;19.8;143;14;Marroquina;Moratalaz
2006;Anual;19.54;143;14;Marroquina;Moratalaz
2007;Anual;20.27;143;14;Marroquina;Moratalaz
2008;Anual;20.57;143;14;Marroquina;Moratalaz
2009;Anual;21.57;143;14;Marroquina;Moratalaz
2010;Anual;22.16;143;14;Marroquina;Moratalaz
2011;Anual;22.96;143;14;Marroquina;Moratalaz
2012;Anual;24.55;143;14;Marroquina;Moratalaz
2013;Anual;25.56;143;14;Marroquina;Moratalaz
2014;Anual;27.14;143;14;Marroquina;Moratalaz
2015;Anual;28.93;143;14;Marroquina;Moratalaz
2016;Anual;31.1;143;14;Marroquina;Moratalaz
2017;Anual;33.47;143;14;Marroquina;Moratalaz
2018;Anual;34.94;143;14;Marroquina;Moratalaz
2019;Anual;36.0;143;14;Marroquina;Moratalaz
2020;Anual;36.3;143;14;Marroquina;Moratalaz
2021;Anual;37.9;143;14;Marroquina;Moratalaz
2022;Anual;38.2;143;14;Marroquina;Moratalaz
2005;Anual;34.7;12;1;Embajadores;Centro
2006;Anual;35.39;12;1;Embajadores;Centro
2007;Anual;36.43;12;1;Embajadores;Centro
2008;Anual;36.59;12;1;Embajadores;Centro
2009;Anual;37.43;12;1;Embajadores;Centro
2010;Anual;38.34;12;1;Embajadores;Centro
2011;Anual;39.01;12;1;Embajadores;Centro
2012;Anual;39.71;12;1;Embajadores;Centro
2013;Anual;39.77;12;1;Embajadores;Centro
2014;Anual;39.94;12;1;Embajadores;Centro
2015;Anual;39.88;12;1;Embajadores;Centro
2016;Anual;39.08;12;1;Embajadores;Centro
2017;Anual;38.09;12;1;Embajadores;Centro
2018;Anual;37.08;12;1;Embajadores;Centro
2019;Anual;35.8;12;1;Embajadores;Centro
2020;Anual;34.4;12;1;Embajadores;Centro
2021;Anual;33.4;12;1;Embajadores;Centro
2022;Anual;31.8;12;1;Embajadores;Centro
2005;Anual;30.49;21;2;Imperial;Arganzuela
2006;Anual;31.39;21;2;Imperial;Arganzuela
2007;Anual;32.45;21;2;Imperial;Arganzuela
2008;Anual;33.58;21;2;Imperial;Arganzuela
2009;Anual;33.76;21;2;Imperial;Arganzuela
2010;Anual;34.35;21;2;Imperial;Arganzuela
2011;Anual;34.86;21;2;Imperial;Arganzuela
2012;Anual;35.22;21;2;Imperial;Arganzuela
2013;Anual;36.1;21;2;Imperial;Arganzuela
2014;Anual;36.49;21;2;Imperial;Arganzuela
2015;Anual;36.23;21;2;Imperial;Arganzuela
2016;Anual;36.69;21;2;Imperial;Arganzuela
2017;Anual;36.39;21;2;Imperial;Arganzuela
2018;Anual;35.55;21;2;Imperial;Arganzuela
2019;Anual;34.7;21;2;Imperial;Arganzuela
2020;Anual;33.9;21;2;Imperial;Arganzuela
2021;Anual;33.4;21;2;Imperial;Arganzuela
2022;Anual;32.3;21;2;Imperial;Arganzuela
2005;Anual;11.92;142;14;Horcajo;Moratalaz
2006;Anual;16.38;142;14;Horcajo;Moratalaz
2007;Anual;18.67;142;14;Horcajo;Moratalaz
2008;Anual;20.95;142;14;Horcajo;Moratalaz
2009;Anual;21.79;142;14;Horcajo;Moratalaz
2010;Anual;23.19;142;14;Horcajo;Moratalaz
2011;Anual;25.14;142;14;Horcajo;Moratalaz
2012;Anual;26.17;142;14;Horcajo;Moratalaz
2013;Anual;27.34;142;14;Horcajo;Moratalaz
2014;Anual;29.27;142;14;Horcajo;Moratalaz
2015;Anual;27.34;142;14;Horcajo;Moratalaz
2016;Anual;28.25;142;14;Horcajo;Moratalaz
2017;Anual;29.55;142;14;Horcajo;Moratalaz
2018;Anual;29.27;142;14;Horcajo;Moratalaz
2019;Anual;28.8;142;14;Horcajo;Moratalaz
2020;Anual;27.5;142;14;Horcajo;Moratalaz
2021;Anual;25.7;142;14;Horcajo;Moratalaz
2022;Anual;25.0;142;14;Horcajo;Moratalaz
2005;Anual;23.28;103;10;Lucero;Latina
2006;Anual;24.5;103;10;Lucero;Latina
2007;Anual;26.13;103;10;Lucero;Latina
2008;Anual;27.37;103;10;Lucero;Latina
2009;Anual;29.14;103;10;Lucero;Latina
2010;Anual;30.84;103;10;Lucero;Latina
2011;Anual;32.53;103;10;Lucero;Latina
2012;Anual;34.78;103;10;Lucero;Latina
2013;Anual;36.5;103;10;Lucero;Latina
2014;Anual;37.61;103;10;Lucero;Latina
2015;Anual;39.45;103;10;Lucero;Latina
2016;Anual;40.51;103;10;Lucero;Latina
2017;Anual;41.44;103;10;Lucero;Latina
2018;Anual;42.12;103;10;Lucero;Latina
2019;Anual;42.2;103;10;Lucero;Latina
2020;Anual;41.9;103;10;Lucero;Latina
2021;Anual;42.5;103;10;Lucero;Latina
2022;Anual;41.6;103;10;Lucero;Latina
2005;Anual;19.72;146;14;Vinateros;Moratalaz
2006;Anual;19.51;146;14;Vinateros;Moratalaz
2007;Anual;20.44;146;14;Vinateros;Moratalaz
2008;Anual;21.75;146;14;Vinateros;Moratalaz
2009;Anual;23.29;146;14;Vinateros;Moratalaz
2010;Anual;24.72;146;14;Vinateros;Moratalaz
2011;Anual;26.98;146;14;Vinateros;Moratalaz
2012;Anual;29.07;146;14;Vinateros;Moratalaz
2013;Anual;31.09;146;14;Vinateros;Moratalaz
2014;Anual;32.58;146;14;Vinateros;Moratalaz
2015;Anual;35.49;146;14;Vinateros;Moratalaz
2016;Anual;38.46;146;14;Vinateros;Moratalaz
2017;Anual;40.51;146;14;Vinateros;Moratalaz
2018;Anual;43.21;146;14;Vinateros;Moratalaz
2019;Anual;45.4;146;14;Vinateros;Moratalaz
2020;Anual;46.0;146;14;Vinateros;Moratalaz
2021;Anual;47.3;146;14;Vinateros;Moratalaz
2022;Anual;48.2;146;14;Vinateros;Moratalaz
2005;Anual;25.54;101;10;Los Cármenes;Latina
2006;Anual;27.31;101;10;Los Cármenes;Latina
2007;Anual;29.49;101;10;Los Cármenes;Latina
2008;Anual;31.74;101;10;Los Cármenes;Latina
2009;Anual;33.5;101;10;Los Cármenes;Latina
2010;Anual;34.79;101;10;Los Cármenes;Latina
2011;Anual;35.97;101;10;Los Cármenes;Latina
2012;Anual;37.88;101;10;Los Cármenes;Latina
2013;Anual;39.66;101;10;Los Cármenes;Latina
2014;Anual;40.59;101;10;Los Cármenes;Latina
2015;Anual;41.72;101;10;Los Cármenes;Latina
2016;Anual;41.89;101;10;Los Cármenes;Latina
2017;Anual;41.54;101;10;Los Cármenes;Latina
2018;Anual;40.97;101;10;Los Cármenes;Latina
2019;Anual;40.4;101;10;Los Cármenes;Latina
2020;Anual;38.7;101;10;Los Cármenes;Latina
2021;Anual;37.2;101;10;Los Cármenes;Latina
2022;Anual;35.1;101;10;Los Cármenes;Latina
2005;Anual;31.15;27;2;Atocha;Arganzuela
2006;Anual;31.93;27;2;Atocha;Arganzuela
2007;Anual;31.09;27;2;Atocha;Arganzuela
2008;Anual;32.73;27;2;Atocha;Arganzuela
2009;Anual;30.09;27;2;Atocha;Arganzuela
2010;Anual;26.42;27;2;Atocha;Arganzuela
2011;Anual;23.0;27;2;Atocha;Arganzuela
2012;Anual;23.53;27;2;Atocha;Arganzuela
2013;Anual;23.58;27;2;Atocha;Arganzuela
2014;Anual;20.75;27;2;Atocha;Arganzuela
2015;Anual;20.91;27;2;Atocha;Arganzuela
2016;Anual;23.58;27;2;Atocha;Arganzuela
2017;Anual;25.96;27;2;Atocha;Arganzuela
2018;Anual;26.32;27;2;Atocha;Arganzuela
2019;Anual;29.2;27;2;Atocha;Arganzuela
2020;Anual;24.0;27;2;Atocha;Arganzuela
2021;Anual;22.3;27;2;Atocha;Arganzuela
2022;Anual;24.4;27;2;Atocha;Arganzuela
2005;Anual;19.78;145;14;Fontarrón;Moratalaz
2006;Anual;20.79;145;14;Fontarrón;Moratalaz
2007;Anual;21.98;145;14;Fontarrón;Moratalaz
2008;Anual;23.88;145;14;Fontarrón;Moratalaz
2009;Anual;25.97;145;14;Fontarrón;Moratalaz
2010;Anual;27.74;145;14;Fontarrón;Moratalaz
2011;Anual;29.59;145;14;Fontarrón;Moratalaz
2012;Anual;31.61;145;14;Fontarrón;Moratalaz
2013;Anual;34.2;145;14;Fontarrón;Moratalaz
2014;Anual;37.02;145;14;Fontarrón;Moratalaz
2015;Anual;39.65;145;14;Fontarrón;Moratalaz
2016;Anual;41.15;145;14;Fontarrón;Moratalaz
2017;Anual;43.29;145;14;Fontarrón;Moratalaz
2018;Anual;45.41;145;14;Fontarrón;Moratalaz
2019;Anual;46.4;145;14;Fontarrón;Moratalaz
2020;Anual;45.7;145;14;Fontarrón;Moratalaz
2021;Anual;47.2;145;14;Fontarrón;Moratalaz
2022;Anual;47.1;145;14;Fontarrón;Moratalaz
2005;Anual;33.08;26;2;Palos de la Frontera;Arganzuela
2006;Anual;33.84;26;2;Palos de la Frontera;Arganzuela
2007;Anual;34.74;26;2;Palos de la Frontera;Arganzuela
2008;Anual;35.88;26;2;Palos de la Frontera;Arganzuela
2009;Anual;36.89;26;2;Palos de la Frontera;Arganzuela
2010;Anual;37.56;26;2;Palos de la Frontera;Arganzuela
2011;Anual;38.43;26;2;Palos de la Frontera;Arganzuela
2012;Anual;39.3;26;2;Palos de la Frontera;Arganzuela
2013;Anual;39.53;26;2;Palos de la Frontera;Arganzuela
2014;Anual;39.67;26;2;Palos de la Frontera;Arganzuela
2015;Anual;40.02;26;2;Palos de la Frontera;Arganzuela
2016;Anual;39.55;26;2;Palos de la Frontera;Arganzuela
2017;Anual;39.21;26;2;Palos de la Frontera;Arganzuela
2018;Anual;38.38;26;2;Palos de la Frontera;Arganzuela
2019;Anual;37.1;26;2;Palos de la Frontera;Arganzuela
2020;Anual;35.9;26;2;Palos de la Frontera;Arganzuela
2021;Anual;35.0;26;2;Palos de la Frontera;Arganzuela
2022;Anual;34.0;26;2;Palos de la Frontera;Arganzuela
2005;Anual;29.72;31;3;Pacífico;Retiro
2006;Anual;30.53;31;3;Pacífico;Retiro
2007;Anual;31.49;31;3;Pacífico;Retiro
2008;Anual;32.55;31;3;Pacífico;Retiro
2009;Anual;33.53;31;3;Pacífico;Retiro
2010;Anual;34.06;31;3;Pacífico;Retiro
2011;Anual;34.5;31;3;Pacífico;Retiro
2012;Anual;35.1;31;3;Pacífico;Retiro
2013;Anual;35.62;31;3;Pacífico;Retiro
2014;Anual;36.06;31;3;Pacífico;Retiro
2015;Anual;36.84;31;3;Pacífico;Retiro
2016;Anual;36.87;31;3;Pacífico;Retiro
2017;Anual;36.2;31;3;Pacífico;Retiro
2018;Anual;35.8;31;3;Pacífico;Retiro
2019;Anual;35.4;31;3;Pacífico;Retiro
2020;Anual;34.3;31;3;Pacífico;Retiro
2021;Anual;34.0;31;3;Pacífico;Retiro
2022;Anual;33.3;31;3;Pacífico;Retiro
2005;Anual;29.79;22;2;Acacias;Arganzuela
2006;Anual;29.68;22;2;Acacias;Arganzuela
2007;Anual;30.63;22;2;Acacias;Arganzuela
2008;Anual;31.44;22;2;Acacias;Arganzuela
2009;Anual;31.97;22;2;Acacias;Arganzuela
2010;Anual;32.38;22;2;Acacias;Arganzuela
2011;Anual;32.45;22;2;Acacias;Arganzuela
2012;Anual;32.37;22;2;Acacias;Arganzuela
2013;Anual;32.29;22;2;Acacias;Arganzuela
2014;Anual;32.37;22;2;Acacias;Arganzuela
2015;Anual;32.01;22;2;Acacias;Arganzuela
2016;Anual;31.68;22;2;Acacias;Arganzuela
2017;Anual;31.75;22;2;Acacias;Arganzuela
2018;Anual;30.95;22;2;Acacias;Arganzuela
2019;Anual;29.9;22;2;Acacias;Arganzuela
2020;Anual;28.8;22;2;Acacias;Arganzuela
2021;Anual;28.1;22;2;Acacias;Arganzuela
2022;Anual;27.4;22;2;Acacias;Arganzuela
2005;Anual;29.11;32;3;Adelfas;Retiro
2006;Anual;29.04;32;3;Adelfas;Retiro
2007;Anual;31.19;32;3;Adelfas;Retiro
2008;Anual;31.79;32;3;Adelfas;Retiro
2009;Anual;32.74;32;3;Adelfas;Retiro
2010;Anual;34.06;32;3;Adelfas;Retiro
2011;Anual;33.97;32;3;Adelfas;Retiro
2012;Anual;33.97;32;3;Adelfas;Retiro
2013;Anual;33.09;32;3;Adelfas;Retiro
2014;Anual;32.71;32;3;Adelfas;Retiro
2015;Anual;32.17;32;3;Adelfas;Retiro
2016;Anual;31.83;32;3;Adelfas;Retiro
2017;Anual;32.31;32;3;Adelfas;Retiro
2018;Anual;31.21;32;3;Adelfas;Retiro
2019;Anual;30.4;32;3;Adelfas;Retiro
2020;Anual;29.4;32;3;Adelfas;Retiro
2021;Anual;28.3;32;3;Adelfas;Retiro
2022;Anual;28.4;32;3;Adelfas;Retiro
2005;Anual;24.28;136;13;Numancia;Puente de Vallecas
2006;Anual;24.77;136;13;Numancia;Puente de Vallecas
2007;Anual;26.57;136;13;Numancia;Puente de Vallecas
2008;Anual;27.71;136;13;Numancia;Puente de Vallecas
2009;Anual;28.84;136;13;Numancia;Puente de Vallecas
2010;Anual;30.29;136;13;Numancia;Puente de Vallecas
2011;Anual;31.64;136;13;Numancia;Puente de Vallecas
2012;Anual;33.32;136;13;Numancia;Puente de Vallecas
2013;Anual;34.92;136;13;Numancia;Puente de Vallecas
2014;Anual;36.16;136;13;Numancia;Puente de Vallecas
2015;Anual;36.31;136;13;Numancia;Puente de Vallecas
2016;Anual;37.09;136;13;Numancia;Puente de Vallecas
2017;Anual;37.97;136;13;Numancia;Puente de Vallecas
2018;Anual;38.13;136;13;Numancia;Puente de Vallecas
2019;Anual;37.7;136;13;Numancia;Puente de Vallecas
2020;Anual;36.8;136;13;Numancia;Puente de Vallecas
2021;Anual;37.2;136;13;Numancia;Puente de Vallecas
2022;Anual;36.2;136;13;Numancia;Puente de Vallecas
2005;Anual;;192;19;Valdebernardo;Vicálvaro
2006;Anual;;192;19;Valdebernardo;Vicálvaro
2007;Anual;;192;19;Valdebernardo;Vicálvaro
2008;Anual;;192;19;Valdebernardo;Vicálvaro
2009;Anual;;192;19;Valdebernardo;Vicálvaro
2010;Anual;;192;19;Valdebernardo;Vicálvaro
2011;Anual;;192;19;Valdebernardo;Vicálvaro
2012;Anual;;192;19;Valdebernardo;Vicálvaro
2013;Anual;;192;19;Valdebernardo;Vicálvaro
2014;Anual;;192;19;Valdebernardo;Vicálvaro
2015;Anual;;192;19;Valdebernardo;Vicálvaro
2016;Anual;;192;19;Valdebernardo;Vicálvaro
2017;Anual;0.0;192;19;Valdebernardo;Vicálvaro
2018;Anual;26.94;192;19;Valdebernardo;Vicálvaro
2019;Anual;25.9;192;19;Valdebernardo;Vicálvaro
2020;Anual;25.3;192;19;Valdebernardo;Vicálvaro
2021;Anual;25.3;192;19;Valdebernardo;Vicálvaro
2022;Anual;24.5;192;19;Valdebernardo;Vicálvaro
2005;Anual;25.59;113;11;San Isidro;Carabanchel
2006;Anual;26.76;113;11;San Isidro;Carabanchel
2007;Anual;27.83;113;11;San Isidro;Carabanchel
2008;Anual;29.53;113;11;San Isidro;Carabanchel
2009;Anual;30.77;113;11;San Isidro;Carabanchel
2010;Anual;32.26;113;11;San Isidro;Carabanchel
2011;Anual;33.23;113;11;San Isidro;Carabanchel
2012;Anual;34.43;113;11;San Isidro;Carabanchel
2013;Anual;35.5;113;11;San Isidro;Carabanchel
2014;Anual;36.53;113;11;San Isidro;Carabanchel
2015;Anual;37.24;113;11;San Isidro;Carabanchel
2016;Anual;38.02;113;11;San Isidro;Carabanchel
2017;Anual;38.81;113;11;San Isidro;Carabanchel
2018;Anual;38.7;113;11;San Isidro;Carabanchel
2019;Anual;38.1;113;11;San Isidro;Carabanchel
2020;Anual;37.3;113;11;San Isidro;Carabanchel
2021;Anual;37.3;113;11;San Isidro;Carabanchel
2022;Anual;36.8;113;11;San Isidro;Carabanchel
2005;Anual;;193;19;Valderrivas;Vicálvaro
2006;Anual;;193;19;Valderrivas;Vicálvaro
2007;Anual;;193;19;Valderrivas;Vicálvaro
2008;Anual;;193;19;Valderrivas;Vicálvaro
2009;Anual;;193;19;Valderrivas;Vicálvaro
2010;Anual;;193;19;Valderrivas;Vicálvaro
2011;Anual;;193;19;Valderrivas;Vicálvaro
2012;Anual;;193;19;Valderrivas;Vicálvaro
2013;Anual;;193;19;Valderrivas;Vicálvaro
2014;Anual;;193;19;Valderrivas;Vicálvaro
2015;Anual;;193;19;Valderrivas;Vicálvaro
2016;Anual;;193;19;Valderrivas;Vicálvaro
2017;Anual;0.0;193;19;Valderrivas;Vicálvaro
2018;Anual;22.01;193;19;Valderrivas;Vicálvaro
2019;Anual;25.2;193;19;Valderrivas;Vicálvaro
2020;Anual;26.2;193;19;Valderrivas;Vicálvaro
2021;Anual;28.8;193;19;Valderrivas;Vicálvaro
2022;Anual;28.8;193;19;Valderrivas;Vicálvaro
2005;Anual;22.78;141;14;Pavones;Moratalaz
2006;Anual;22.59;141;14;Pavones;Moratalaz
2007;Anual;22.48;141;14;Pavones;Moratalaz
2008;Anual;24.32;141;14;Pavones;Moratalaz
2009;Anual;24.3;141;14;Pavones;Moratalaz
2010;Anual;25.46;141;14;Pavones;Moratalaz
2011;Anual;26.59;141;14;Pavones;Moratalaz
2012;Anual;27.88;141;14;Pavones;Moratalaz
2013;Anual;30.43;141;14;Pavones;Moratalaz
2014;Anual;31.29;141;14;Pavones;Moratalaz
2015;Anual;32.94;141;14;Pavones;Moratalaz
2016;Anual;34.14;141;14;Pavones;Moratalaz
2017;Anual;35.74;141;14;Pavones;Moratalaz
2018;Anual;35.63;141;14;Pavones;Moratalaz
2019;Anual;35.4;141;14;Pavones;Moratalaz
2020;Anual;35.8;141;14;Pavones;Moratalaz
2021;Anual;36.1;141;14;Pavones;Moratalaz
2022;Anual;36.8;141;14;Pavones;Moratalaz
2005;Anual;22.9;104;10;Aluche;Latina
2006;Anual;22.29;104;10;Aluche;Latina
2007;Anual;22.43;104;10;Aluche;Latina
2008;Anual;22.31;104;10;Aluche;Latina
2009;Anual;22.15;104;10;Aluche;Latina
2010;Anual;22.23;104;10;Aluche;Latina
2011;Anual;22.5;104;10;Aluche;Latina
2012;Anual;23.05;104;10;Aluche;Latina
2013;Anual;23.86;104;10;Aluche;Latina
2014;Anual;24.88;104;10;Aluche;Latina
2015;Anual;25.98;104;10;Aluche;Latina
2016;Anual;27.32;104;10;Aluche;Latina
2017;Anual;29.13;104;10;Aluche;Latina
2018;Anual;30.76;104;10;Aluche;Latina
2019;Anual;32.2;104;10;Aluche;Latina
2020;Anual;33.1;104;10;Aluche;Latina
2021;Anual;35.9;104;10;Aluche;Latina
2022;Anual;37.7;104;10;Aluche;Latina
2005;Anual;31.67;25;2;Delicias;Arganzuela
2006;Anual;32.2;25;2;Delicias;Arganzuela
2007;Anual;33.07;25;2;Delicias;Arganzuela
2008;Anual;33.93;25;2;Delicias;Arganzuela
2009;Anual;34.33;25;2;Delicias;Arganzuela
2010;Anual;35.28;25;2;Delicias;Arganzuela
2011;Anual;35.48;25;2;Delicias;Arganzuela
2012;Anual;35.98;25;2;Delicias;Arganzuela
2013;Anual;36.51;25;2;Delicias;Arganzuela
2014;Anual;37.08;25;2;Delicias;Arganzuela
2015;Anual;36.76;25;2;Delicias;Arganzuela
2016;Anual;36.06;25;2;Delicias;Arganzuela
2017;Anual;35.77;25;2;Delicias;Arganzuela
2018;Anual;34.06;25;2;Delicias;Arganzuela
2019;Anual;32.8;25;2;Delicias;Arganzuela
2020;Anual;31.8;25;2;Delicias;Arganzuela
2021;Anual;31.3;25;2;Delicias;Arganzuela
2022;Anual;30.4;25;2;Delicias;Arganzuela
2005;Anual;31.54;23;2;Chopera;Arganzuela
2006;Anual;32.18;23;2;Chopera;Arganzuela
2007;Anual;32.65;23;2;Chopera;Arganzuela
2008;Anual;33.71;23;2;Chopera;Arganzuela
2009;Anual;35.34;23;2;Chopera;Arganzuela
2010;Anual;36.25;23;2;Chopera;Arganzuela
2011;Anual;36.92;23;2;Chopera;Arganzuela
2012;Anual;37.36;23;2;Chopera;Arganzuela
2013;Anual;38.42;23;2;Chopera;Arganzuela
2014;Anual;39.56;23;2;Chopera;Arganzuela
2015;Anual;39.44;23;2;Chopera;Arganzuela
2016;Anual;39.83;23;2;Chopera;Arganzuela
2017;Anual;39.83;23;2;Chopera;Arganzuela
2018;Anual;39.42;23;2;Chopera;Arganzuela
2019;Anual;39.3;23;2;Chopera;Arganzuela
2020;Anual;38.0;23;2;Chopera;Arganzuela
2021;Anual;37.7;23;2;Chopera;Arganzuela
2022;Anual;37.3;23;2;Chopera;Arganzuela
2005;Anual;20.63;105;10;Campamento;Latina
2006;Anual;20.96;105;10;Campamento;Latina
2007;Anual;20.87;105;10;Campamento;Latina
2008;Anual;21.65;105;10;Campamento;Latina
2009;Anual;22.33;105;10;Campamento;Latina
2010;Anual;22.86;105;10;Campamento;Latina
2011;Anual;23.78;105;10;Campamento;Latina
2012;Anual;26.0;105;10;Campamento;Latina
2013;Anual;27.43;105;10;Campamento;Latina
2014;Anual;28.65;105;10;Campamento;Latina
2015;Anual;29.66;105;10;Campamento;Latina
2016;Anual;31.66;105;10;Campamento;Latina
2017;Anual;34.18;105;10;Campamento;Latina
2018;Anual;36.23;105;10;Campamento;Latina
2019;Anual;37.3;105;10;Campamento;Latina
2020;Anual;38.5;105;10;Campamento;Latina
2021;Anual;40.3;105;10;Campamento;Latina
2022;Anual;41.6;105;10;Campamento;Latina
2005;Anual;26.06;111;11;Comillas;Carabanchel
2006;Anual;27.45;111;11;Comillas;Carabanchel
2007;Anual;28.98;111;11;Comillas;Carabanchel
2008;Anual;30.22;111;11;Comillas;Carabanchel
2009;Anual;31.75;111;11;Comillas;Carabanchel
2010;Anual;33.17;111;11;Comillas;Carabanchel
2011;Anual;34.62;111;11;Comillas;Carabanchel
2012;Anual;35.58;111;11;Comillas;Carabanchel
2013;Anual;36.6;111;11;Comillas;Carabanchel
2014;Anual;37.96;111;11;Comillas;Carabanchel
2015;Anual;38.44;111;11;Comillas;Carabanchel
2016;Anual;38.8;111;11;Comillas;Carabanchel
2017;Anual;39.02;111;11;Comillas;Carabanchel
2018;Anual;38.96;111;11;Comillas;Carabanchel
2019;Anual;38.7;111;11;Comillas;Carabanchel
2020;Anual;37.8;111;11;Comillas;Carabanchel
2021;Anual;37.8;111;11;Comillas;Carabanchel
2022;Anual;37.2;111;11;Comillas;Carabanchel
2005;Anual;25.19;135;13;Portazgo;Puente de Vallecas
2006;Anual;26.35;135;13;Portazgo;Puente de Vallecas
2007;Anual;27.94;135;13;Portazgo;Puente de Vallecas
2008;Anual;28.97;135;13;Portazgo;Puente de Vallecas
2009;Anual;29.83;135;13;Portazgo;Puente de Vallecas
2010;Anual;31.28;135;13;Portazgo;Puente de Vallecas
2011;Anual;32.37;135;13;Portazgo;Puente de Vallecas
2012;Anual;33.31;135;13;Portazgo;Puente de Vallecas
2013;Anual;35.47;135;13;Portazgo;Puente de Vallecas
2014;Anual;36.93;135;13;Portazgo;Puente de Vallecas
2015;Anual;37.92;135;13;Portazgo;Puente de Vallecas
2016;Anual;38.98;135;13;Portazgo;Puente de Vallecas
2017;Anual;39.83;135;13;Portazgo;Puente de Vallecas
2018;Anual;39.83;135;13;Portazgo;Puente de Vallecas
2019;Anual;39.7;135;13;Portazgo;Puente de Vallecas
2020;Anual;38.8;135;13;Portazgo;Puente de Vallecas
2021;Anual;38.4;135;13;Portazgo;Puente de Vallecas
2022;Anual;37.3;135;13;Portazgo;Puente de Vallecas
2005;Anual;25.72;132;13;San Diego;Puente de Vallecas
2006;Anual;26.82;132;13;San Diego;Puente de Vallecas
2007;Anual;28.82;132;13;San Diego;Puente de Vallecas
2008;Anual;30.25;132;13;San Diego;Puente de Vallecas
2009;Anual;31.86;132;13;San Diego;Puente de Vallecas
2010;Anual;34.19;132;13;San Diego;Puente de Vallecas
2011;Anual;36.2;132;13;San Diego;Puente de Vallecas
2012;Anual;37.18;132;13;San Diego;Puente de Vallecas
2013;Anual;38.55;132;13;San Diego;Puente de Vallecas
2014;Anual;39.82;132;13;San Diego;Puente de Vallecas
2015;Anual;40.36;132;13;San Diego;Puente de Vallecas
2016;Anual;40.99;132;13;San Diego;Puente de Vallecas
2017;Anual;41.28;132;13;San Diego;Puente de Vallecas
2018;Anual;41.3;132;13;San Diego;Puente de Vallecas
2019;Anual;40.6;132;13;San Diego;Puente de Vallecas
2020;Anual;39.2;132;13;San Diego;Puente de Vallecas
2021;Anual;38.9;132;13;San Diego;Puente de Vallecas
2022;Anual;37.2;132;13;San Diego;Puente de Vallecas
2005;Anual;25.7;112;11;Opañel;Carabanchel
2006;Anual;26.69;112;11;Opañel;Carabanchel
2007;Anual;28.57;112;11;Opañel;Carabanchel
2008;Anual;29.97;112;11;Opañel;Carabanchel
2009;Anual;31.17;112;11;Opañel;Carabanchel
2010;Anual;33.16;112;11;Opañel;Carabanchel
2011;Anual;34.15;112;11;Opañel;Carabanchel
2012;Anual;35.17;112;11;Opañel;Carabanchel
2013;Anual;36.66;112;11;Opañel;Carabanchel
2014;Anual;37.96;112;11;Opañel;Carabanchel
2015;Anual;38.92;112;11;Opañel;Carabanchel
2016;Anual;39.65;112;11;Opañel;Carabanchel
2017;Anual;40.06;112;11;Opañel;Carabanchel
2018;Anual;39.95;112;11;Opañel;Carabanchel
2019;Anual;39.8;112;11;Opañel;Carabanchel
2020;Anual;38.9;112;11;Opañel;Carabanchel
2021;Anual;38.6;112;11;Opañel;Carabanchel
2022;Anual;37.1;112;11;Opañel;Carabanchel
2005;Anual;29.73;125;12;Moscardó;Usera
