Anio;Periodo;DatoPoblacionMayor65;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2021;Anual;28.02;144;14;Media Legua;Moratalaz
2022;Anual;28.62;144;14;Media Legua;Moratalaz
2005;Anual;23.67;102;10;Puerta del Ángel;Latina
2006;Anual;23.22;102;10;Puerta del Ángel;Latina
2007;Anual;22.78;102;10;Puerta del Ángel;Latina
2008;Anual;22.0;102;10;Puerta del Ángel;Latina
2009;Anual;21.56;102;10;Puerta del Ángel;Latina
2010;Anual;21.58;102;10;Puerta del Ángel;Latina
2011;Anual;21.43;102;10;Puerta del Ángel;Latina
2012;Anual;21.52;102;10;Puerta del Ángel;Latina
2013;Anual;21.66;102;10;Puerta del Ángel;Latina
2014;Anual;21.99;102;10;Puerta del Ángel;Latina
2015;Anual;21.91;102;10;Puerta del Ángel;Latina
2016;Anual;21.66;102;10;Puerta del Ángel;Latina
2017;Anual;21.27;102;10;Puerta del Ángel;Latina
2018;Anual;20.95;102;10;Puerta del Ángel;Latina
2019;Anual;20.75;102;10;Puerta del Ángel;Latina
2020;Anual;20.48;102;10;Puerta del Ángel;Latina
2021;Anual;20.25;102;10;Puerta del Ángel;Latina
2022;Anual;20.35;102;10;Puerta del Ángel;Latina
2005;Anual;18.97;36;3;Niño Jesús;Retiro
2006;Anual;19.51;36;3;Niño Jesús;Retiro
2007;Anual;20.08;36;3;Niño Jesús;Retiro
2008;Anual;20.43;36;3;Niño Jesús;Retiro
2009;Anual;20.97;36;3;Niño Jesús;Retiro
2010;Anual;21.91;36;3;Niño Jesús;Retiro
2011;Anual;22.35;36;3;Niño Jesús;Retiro
2012;Anual;23.0;36;3;Niño Jesús;Retiro
2013;Anual;24.03;36;3;Niño Jesús;Retiro
2014;Anual;24.74;36;3;Niño Jesús;Retiro
2015;Anual;25.26;36;3;Niño Jesús;Retiro
2016;Anual;25.56;36;3;Niño Jesús;Retiro
2017;Anual;26.17;36;3;Niño Jesús;Retiro
2018;Anual;26.41;36;3;Niño Jesús;Retiro
2019;Anual;26.39;36;3;Niño Jesús;Retiro
2020;Anual;26.76;36;3;Niño Jesús;Retiro
2021;Anual;26.88;36;3;Niño Jesús;Retiro
2022;Anual;27.19;36;3;Niño Jesús;Retiro
2005;Anual;16.88;143;14;Marroquina;Moratalaz
2006;Anual;18.03;143;14;Marroquina;Moratalaz
2007;Anual;18.93;143;14;Marroquina;Moratalaz
2008;Anual;19.71;143;14;Marroquina;Moratalaz
2009;Anual;20.54;143;14;Marroquina;Moratalaz
2010;Anual;21.5;143;14;Marroquina;Moratalaz
2011;Anual;22.33;143;14;Marroquina;Moratalaz
2012;Anual;23.01;143;14;Marroquina;Moratalaz
2013;Anual;23.84;143;14;Marroquina;Moratalaz
2014;Anual;24.6;143;14;Marroquina;Moratalaz
2015;Anual;25.25;143;14;Marroquina;Moratalaz
2016;Anual;25.67;143;14;Marroquina;Moratalaz
2017;Anual;26.2;143;14;Marroquina;Moratalaz
2018;Anual;26.63;143;14;Marroquina;Moratalaz
2019;Anual;27.28;143;14;Marroquina;Moratalaz
2020;Anual;27.63;143;14;Marroquina;Moratalaz
2021;Anual;28.09;143;14;Marroquina;Moratalaz
2022;Anual;28.53;143;14;Marroquina;Moratalaz
2005;Anual;17.01;12;1;Embajadores;Centro
2006;Anual;16.45;12;1;Embajadores;Centro
2007;Anual;16.41;12;1;Embajadores;Centro
2008;Anual;15.55;12;1;Embajadores;Centro
2009;Anual;14.99;12;1;Embajadores;Centro
2010;Anual;14.65;12;1;Embajadores;Centro
2011;Anual;14.64;12;1;Embajadores;Centro
2012;Anual;14.74;12;1;Embajadores;Centro
2013;Anual;14.86;12;1;Embajadores;Centro
2014;Anual;15.15;12;1;Embajadores;Centro
2015;Anual;15.25;12;1;Embajadores;Centro
2016;Anual;14.78;12;1;Embajadores;Centro
2017;Anual;14.54;12;1;Embajadores;Centro
2018;Anual;14.38;12;1;Embajadores;Centro
2019;Anual;14.07;12;1;Embajadores;Centro
2020;Anual;13.68;12;1;Embajadores;Centro
2021;Anual;13.45;12;1;Embajadores;Centro
2022;Anual;13.56;12;1;Embajadores;Centro
2005;Anual;18.12;21;2;Imperial;Arganzuela
2006;Anual;18.44;21;2;Imperial;Arganzuela
2007;Anual;18.21;21;2;Imperial;Arganzuela
2008;Anual;18.18;21;2;Imperial;Arganzuela
2009;Anual;18.34;21;2;Imperial;Arganzuela
2010;Anual;18.47;21;2;Imperial;Arganzuela
2011;Anual;18.62;21;2;Imperial;Arganzuela
2012;Anual;18.88;21;2;Imperial;Arganzuela
2013;Anual;19.07;21;2;Imperial;Arganzuela
2014;Anual;19.62;21;2;Imperial;Arganzuela
2015;Anual;19.83;21;2;Imperial;Arganzuela
2016;Anual;20.2;21;2;Imperial;Arganzuela
2017;Anual;20.62;21;2;Imperial;Arganzuela
2018;Anual;21.0;21;2;Imperial;Arganzuela
2019;Anual;21.56;21;2;Imperial;Arganzuela
2020;Anual;21.95;21;2;Imperial;Arganzuela
2021;Anual;22.33;21;2;Imperial;Arganzuela
2022;Anual;22.93;21;2;Imperial;Arganzuela
2005;Anual;4.26;142;14;Horcajo;Moratalaz
2006;Anual;4.61;142;14;Horcajo;Moratalaz
2007;Anual;4.65;142;14;Horcajo;Moratalaz
2008;Anual;4.81;142;14;Horcajo;Moratalaz
2009;Anual;5.08;142;14;Horcajo;Moratalaz
2010;Anual;5.21;142;14;Horcajo;Moratalaz
2011;Anual;5.48;142;14;Horcajo;Moratalaz
2012;Anual;5.84;142;14;Horcajo;Moratalaz
2013;Anual;6.06;142;14;Horcajo;Moratalaz
2014;Anual;6.31;142;14;Horcajo;Moratalaz
2015;Anual;6.48;142;14;Horcajo;Moratalaz
2016;Anual;6.85;142;14;Horcajo;Moratalaz
2017;Anual;7.52;142;14;Horcajo;Moratalaz
2018;Anual;8.05;142;14;Horcajo;Moratalaz
2019;Anual;8.49;142;14;Horcajo;Moratalaz
2020;Anual;9.31;142;14;Horcajo;Moratalaz
2021;Anual;9.84;142;14;Horcajo;Moratalaz
2022;Anual;10.64;142;14;Horcajo;Moratalaz
2005;Anual;22.0;103;10;Lucero;Latina
2006;Anual;21.98;103;10;Lucero;Latina
2007;Anual;21.9;103;10;Lucero;Latina
2008;Anual;21.74;103;10;Lucero;Latina
2009;Anual;21.89;103;10;Lucero;Latina
2010;Anual;22.23;103;10;Lucero;Latina
2011;Anual;22.83;103;10;Lucero;Latina
2012;Anual;23.12;103;10;Lucero;Latina
2013;Anual;23.23;103;10;Lucero;Latina
2014;Anual;23.59;103;10;Lucero;Latina
2015;Anual;23.73;103;10;Lucero;Latina
2016;Anual;23.57;103;10;Lucero;Latina
2017;Anual;23.16;103;10;Lucero;Latina
2018;Anual;22.99;103;10;Lucero;Latina
2019;Anual;22.55;103;10;Lucero;Latina
2020;Anual;22.05;103;10;Lucero;Latina
2021;Anual;21.87;103;10;Lucero;Latina
2022;Anual;22.01;103;10;Lucero;Latina
2005;Anual;26.39;146;14;Vinateros;Moratalaz
2006;Anual;27.01;146;14;Vinateros;Moratalaz
2007;Anual;28.11;146;14;Vinateros;Moratalaz
2008;Anual;28.66;146;14;Vinateros;Moratalaz
2009;Anual;29.23;146;14;Vinateros;Moratalaz
2010;Anual;29.65;146;14;Vinateros;Moratalaz
2011;Anual;30.19;146;14;Vinateros;Moratalaz
2012;Anual;30.29;146;14;Vinateros;Moratalaz
2013;Anual;30.55;146;14;Vinateros;Moratalaz
2014;Anual;30.97;146;14;Vinateros;Moratalaz
2015;Anual;31.73;146;14;Vinateros;Moratalaz
2016;Anual;31.52;146;14;Vinateros;Moratalaz
2017;Anual;31.11;146;14;Vinateros;Moratalaz
2018;Anual;30.61;146;14;Vinateros;Moratalaz
2019;Anual;29.93;146;14;Vinateros;Moratalaz
2020;Anual;29.21;146;14;Vinateros;Moratalaz
2021;Anual;28.71;146;14;Vinateros;Moratalaz
2022;Anual;28.64;146;14;Vinateros;Moratalaz
2005;Anual;17.81;101;10;Los Cármenes;Latina
2006;Anual;17.73;101;10;Los Cármenes;Latina
2007;Anual;17.52;101;10;Los Cármenes;Latina
2008;Anual;17.12;101;10;Los Cármenes;Latina
2009;Anual;17.06;101;10;Los Cármenes;Latina
2010;Anual;17.06;101;10;Los Cármenes;Latina
2011;Anual;17.08;101;10;Los Cármenes;Latina
2012;Anual;17.23;101;10;Los Cármenes;Latina
2013;Anual;16.99;101;10;Los Cármenes;Latina
2014;Anual;17.36;101;10;Los Cármenes;Latina
2015;Anual;17.69;101;10;Los Cármenes;Latina
2016;Anual;17.49;101;10;Los Cármenes;Latina
2017;Anual;17.51;101;10;Los Cármenes;Latina
2018;Anual;17.36;101;10;Los Cármenes;Latina
2019;Anual;17.17;101;10;Los Cármenes;Latina
2020;Anual;16.9;101;10;Los Cármenes;Latina
2021;Anual;16.84;101;10;Los Cármenes;Latina
2022;Anual;16.99;101;10;Los Cármenes;Latina
2005;Anual;10.48;27;2;Atocha;Arganzuela
2006;Anual;10.66;27;2;Atocha;Arganzuela
2007;Anual;10.55;27;2;Atocha;Arganzuela
2008;Anual;9.99;27;2;Atocha;Arganzuela
2009;Anual;10.62;27;2;Atocha;Arganzuela
2010;Anual;10.57;27;2;Atocha;Arganzuela
2011;Anual;10.14;27;2;Atocha;Arganzuela
2012;Anual;10.31;27;2;Atocha;Arganzuela
2013;Anual;9.67;27;2;Atocha;Arganzuela
2014;Anual;9.73;27;2;Atocha;Arganzuela
2015;Anual;10.07;27;2;Atocha;Arganzuela
2016;Anual;9.54;27;2;Atocha;Arganzuela
2017;Anual;9.38;27;2;Atocha;Arganzuela
2018;Anual;9.79;27;2;Atocha;Arganzuela
2019;Anual;9.62;27;2;Atocha;Arganzuela
2020;Anual;10.32;27;2;Atocha;Arganzuela
2021;Anual;10.25;27;2;Atocha;Arganzuela
2022;Anual;10.12;27;2;Atocha;Arganzuela
2005;Anual;26.62;145;14;Fontarrón;Moratalaz
2006;Anual;27.02;145;14;Fontarrón;Moratalaz
2007;Anual;27.26;145;14;Fontarrón;Moratalaz
2008;Anual;27.02;145;14;Fontarrón;Moratalaz
2009;Anual;27.32;145;14;Fontarrón;Moratalaz
2010;Anual;27.54;145;14;Fontarrón;Moratalaz
2011;Anual;27.63;145;14;Fontarrón;Moratalaz
2012;Anual;27.9;145;14;Fontarrón;Moratalaz
2013;Anual;28.33;145;14;Fontarrón;Moratalaz
2014;Anual;28.71;145;14;Fontarrón;Moratalaz
2015;Anual;28.93;145;14;Fontarrón;Moratalaz
2016;Anual;28.27;145;14;Fontarrón;Moratalaz
2017;Anual;27.59;145;14;Fontarrón;Moratalaz
2018;Anual;26.7;145;14;Fontarrón;Moratalaz
2019;Anual;25.87;145;14;Fontarrón;Moratalaz
2020;Anual;25.13;145;14;Fontarrón;Moratalaz
2021;Anual;24.51;145;14;Fontarrón;Moratalaz
2022;Anual;24.19;145;14;Fontarrón;Moratalaz
2005;Anual;19.55;26;2;Palos de la Frontera;Arganzuela
2006;Anual;19.25;26;2;Palos de la Frontera;Arganzuela
2007;Anual;19.56;26;2;Palos de la Frontera;Arganzuela
2008;Anual;19.13;26;2;Palos de la Frontera;Arganzuela
2009;Anual;18.75;26;2;Palos de la Frontera;Arganzuela
2010;Anual;18.65;26;2;Palos de la Frontera;Arganzuela
2011;Anual;19.03;26;2;Palos de la Frontera;Arganzuela
2012;Anual;19.03;26;2;Palos de la Frontera;Arganzuela
2013;Anual;19.06;26;2;Palos de la Frontera;Arganzuela
2014;Anual;19.69;26;2;Palos de la Frontera;Arganzuela
2015;Anual;20.26;26;2;Palos de la Frontera;Arganzuela
2016;Anual;20.23;26;2;Palos de la Frontera;Arganzuela
2017;Anual;20.35;26;2;Palos de la Frontera;Arganzuela
2018;Anual;20.51;26;2;Palos de la Frontera;Arganzuela
2019;Anual;20.65;26;2;Palos de la Frontera;Arganzuela
2020;Anual;20.59;26;2;Palos de la Frontera;Arganzuela
2021;Anual;20.73;26;2;Palos de la Frontera;Arganzuela
2022;Anual;21.44;26;2;Palos de la Frontera;Arganzuela
2005;Anual;19.57;31;3;Pacífico;Retiro
2006;Anual;19.97;31;3;Pacífico;Retiro
2007;Anual;20.28;31;3;Pacífico;Retiro
2008;Anual;20.44;31;3;Pacífico;Retiro
2009;Anual;20.64;31;3;Pacífico;Retiro
2010;Anual;20.82;31;3;Pacífico;Retiro
2011;Anual;21.32;31;3;Pacífico;Retiro
2012;Anual;21.74;31;3;Pacífico;Retiro
2013;Anual;22.4;31;3;Pacífico;Retiro
2014;Anual;23.05;31;3;Pacífico;Retiro
2015;Anual;23.54;31;3;Pacífico;Retiro
2016;Anual;23.72;31;3;Pacífico;Retiro
2017;Anual;24.27;31;3;Pacífico;Retiro
2018;Anual;24.52;31;3;Pacífico;Retiro
2019;Anual;24.96;31;3;Pacífico;Retiro
2020;Anual;25.18;31;3;Pacífico;Retiro
2021;Anual;25.72;31;3;Pacífico;Retiro
2022;Anual;26.22;31;3;Pacífico;Retiro
2005;Anual;14.51;22;2;Acacias;Arganzuela
2006;Anual;14.89;22;2;Acacias;Arganzuela
2007;Anual;15.05;22;2;Acacias;Arganzuela
2008;Anual;15.35;22;2;Acacias;Arganzuela
2009;Anual;15.78;22;2;Acacias;Arganzuela
2010;Anual;16.23;22;2;Acacias;Arganzuela
2011;Anual;16.85;22;2;Acacias;Arganzuela
2012;Anual;17.38;22;2;Acacias;Arganzuela
2013;Anual;18.05;22;2;Acacias;Arganzuela
2014;Anual;19.14;22;2;Acacias;Arganzuela
2015;Anual;20.22;22;2;Acacias;Arganzuela
2016;Anual;20.6;22;2;Acacias;Arganzuela
2017;Anual;21.34;22;2;Acacias;Arganzuela
2018;Anual;22.07;22;2;Acacias;Arganzuela
2019;Anual;22.68;22;2;Acacias;Arganzuela
2020;Anual;23.4;22;2;Acacias;Arganzuela
2021;Anual;24.15;22;2;Acacias;Arganzuela
2022;Anual;25.06;22;2;Acacias;Arganzuela
2005;Anual;14.66;32;3;Adelfas;Retiro
2006;Anual;14.82;32;3;Adelfas;Retiro
2007;Anual;15.1;32;3;Adelfas;Retiro
2008;Anual;15.32;32;3;Adelfas;Retiro
2009;Anual;15.65;32;3;Adelfas;Retiro
2010;Anual;16.25;32;3;Adelfas;Retiro
2011;Anual;16.64;32;3;Adelfas;Retiro
2012;Anual;17.15;32;3;Adelfas;Retiro
2013;Anual;17.82;32;3;Adelfas;Retiro
2014;Anual;18.68;32;3;Adelfas;Retiro
2015;Anual;19.27;32;3;Adelfas;Retiro
2016;Anual;19.54;32;3;Adelfas;Retiro
2017;Anual;20.12;32;3;Adelfas;Retiro
2018;Anual;20.7;32;3;Adelfas;Retiro
2019;Anual;21.28;32;3;Adelfas;Retiro
2020;Anual;21.76;32;3;Adelfas;Retiro
2021;Anual;22.18;32;3;Adelfas;Retiro
2022;Anual;22.55;32;3;Adelfas;Retiro
2005;Anual;17.81;136;13;Numancia;Puente de Vallecas
2006;Anual;17.78;136;13;Numancia;Puente de Vallecas
2007;Anual;17.66;136;13;Numancia;Puente de Vallecas
2008;Anual;17.3;136;13;Numancia;Puente de Vallecas
2009;Anual;17.28;136;13;Numancia;Puente de Vallecas
2010;Anual;17.41;136;13;Numancia;Puente de Vallecas
2011;Anual;17.69;136;13;Numancia;Puente de Vallecas
2012;Anual;18.02;136;13;Numancia;Puente de Vallecas
2013;Anual;18.55;136;13;Numancia;Puente de Vallecas
2014;Anual;18.82;136;13;Numancia;Puente de Vallecas
2015;Anual;19.14;136;13;Numancia;Puente de Vallecas
2016;Anual;19.0;136;13;Numancia;Puente de Vallecas
2017;Anual;19.02;136;13;Numancia;Puente de Vallecas
2018;Anual;18.77;136;13;Numancia;Puente de Vallecas
2019;Anual;18.59;136;13;Numancia;Puente de Vallecas
2020;Anual;18.28;136;13;Numancia;Puente de Vallecas
2021;Anual;18.16;136;13;Numancia;Puente de Vallecas
2022;Anual;18.59;136;13;Numancia;Puente de Vallecas
2005;Anual;;192;19;Valdebernardo;Vicálvaro
2006;Anual;;192;19;Valdebernardo;Vicálvaro
2007;Anual;;192;19;Valdebernardo;Vicálvaro
2008;Anual;;192;19;Valdebernardo;Vicálvaro
2009;Anual;;192;19;Valdebernardo;Vicálvaro
2010;Anual;;192;19;Valdebernardo;Vicálvaro
2011;Anual;;192;19;Valdebernardo;Vicálvaro
2012;Anual;;192;19;Valdebernardo;Vicálvaro
2013;Anual;;192;19;Valdebernardo;Vicálvaro
2014;Anual;;192;19;Valdebernardo;Vicálvaro
2015;Anual;;192;19;Valdebernardo;Vicálvaro
2016;Anual;;192;19;Valdebernardo;Vicálvaro
2017;Anual;0.0;192;19;Valdebernardo;Vicálvaro
2018;Anual;10.17;192;19;Valdebernardo;Vicálvaro
2019;Anual;10.94;192;19;Valdebernardo;Vicálvaro
2020;Anual;11.61;192;19;Valdebernardo;Vicálvaro
2021;Anual;12.14;192;19;Valdebernardo;Vicálvaro
2022;Anual;13.12;192;19;Valdebernardo;Vicálvaro
2005;Anual;19.36;113;11;San Isidro;Carabanchel
2006;Anual;19.4;113;11;San Isidro;Carabanchel
2007;Anual;19.26;113;11;San Isidro;Carabanchel
2008;Anual;19.05;113;11;San Isidro;Carabanchel
2009;Anual;18.81;113;11;San Isidro;Carabanchel
2010;Anual;18.92;113;11;San Isidro;Carabanchel
2011;Anual;19.0;113;11;San Isidro;Carabanchel
2012;Anual;19.29;113;11;San Isidro;Carabanchel
2013;Anual;19.5;113;11;San Isidro;Carabanchel
2014;Anual;19.93;113;11;San Isidro;Carabanchel
2015;Anual;20.16;113;11;San Isidro;Carabanchel
2016;Anual;19.97;113;11;San Isidro;Carabanchel
2017;Anual;19.73;113;11;San Isidro;Carabanchel
2018;Anual;19.48;113;11;San Isidro;Carabanchel
2019;Anual;19.29;113;11;San Isidro;Carabanchel
2020;Anual;18.82;113;11;San Isidro;Carabanchel
2021;Anual;18.69;113;11;San Isidro;Carabanchel
2022;Anual;18.88;113;11;San Isidro;Carabanchel
2005;Anual;;193;19;Valderrivas;Vicálvaro
2006;Anual;;193;19;Valderrivas;Vicálvaro
2007;Anual;;193;19;Valderrivas;Vicálvaro
2008;Anual;;193;19;Valderrivas;Vicálvaro
2009;Anual;;193;19;Valderrivas;Vicálvaro
2010;Anual;;193;19;Valderrivas;Vicálvaro
2011;Anual;;193;19;Valderrivas;Vicálvaro
2012;Anual;;193;19;Valderrivas;Vicálvaro
2013;Anual;;193;19;Valderrivas;Vicálvaro
2014;Anual;;193;19;Valderrivas;Vicálvaro
2015;Anual;;193;19;Valderrivas;Vicálvaro
2016;Anual;;193;19;Valderrivas;Vicálvaro
2017;Anual;0.0;193;19;Valderrivas;Vicálvaro
2018;Anual;5.3;193;19;Valderrivas;Vicálvaro
2019;Anual;5.58;193;19;Valderrivas;Vicálvaro
2020;Anual;5.94;193;19;Valderrivas;Vicálvaro
2021;Anual;6.22;193;19;Valderrivas;Vicálvaro
2022;Anual;6.63;193;19;Valderrivas;Vicálvaro
2005;Anual;17.21;141;14;Pavones;Moratalaz
2006;Anual;17.19;141;14;Pavones;Moratalaz
2007;Anual;17.11;141;14;Pavones;Moratalaz
2008;Anual;17.74;141;14;Pavones;Moratalaz
2009;Anual;18.22;141;14;Pavones;Moratalaz
2010;Anual;18.78;141;14;Pavones;Moratalaz
2011;Anual;19.85;141;14;Pavones;Moratalaz
2012;Anual;20.66;141;14;Pavones;Moratalaz
2013;Anual;21.06;141;14;Pavones;Moratalaz
2014;Anual;21.65;141;14;Pavones;Moratalaz
2015;Anual;22.34;141;14;Pavones;Moratalaz
2016;Anual;22.48;141;14;Pavones;Moratalaz
2017;Anual;23.42;141;14;Pavones;Moratalaz
2018;Anual;24.02;141;14;Pavones;Moratalaz
2019;Anual;24.87;141;14;Pavones;Moratalaz
2020;Anual;24.91;141;14;Pavones;Moratalaz
2021;Anual;25.64;141;14;Pavones;Moratalaz
2022;Anual;26.86;141;14;Pavones;Moratalaz
2005;Anual;19.27;104;10;Aluche;Latina
2006;Anual;20.48;104;10;Aluche;Latina
2007;Anual;21.42;104;10;Aluche;Latina
2008;Anual;22.25;104;10;Aluche;Latina
2009;Anual;23.36;104;10;Aluche;Latina
2010;Anual;24.62;104;10;Aluche;Latina
2011;Anual;25.77;104;10;Aluche;Latina
2012;Anual;26.84;104;10;Aluche;Latina
2013;Anual;27.79;104;10;Aluche;Latina
2014;Anual;28.97;104;10;Aluche;Latina
2015;Anual;29.87;104;10;Aluche;Latina
2016;Anual;30.14;104;10;Aluche;Latina
2017;Anual;30.37;104;10;Aluche;Latina
2018;Anual;30.15;104;10;Aluche;Latina
2019;Anual;29.91;104;10;Aluche;Latina
2020;Anual;29.36;104;10;Aluche;Latina
2021;Anual;29.05;104;10;Aluche;Latina
2022;Anual;29.23;104;10;Aluche;Latina
2005;Anual;16.29;25;2;Delicias;Arganzuela
2006;Anual;16.29;25;2;Delicias;Arganzuela
2007;Anual;15.97;25;2;Delicias;Arganzuela
2008;Anual;15.49;25;2;Delicias;Arganzuela
2009;Anual;15.32;25;2;Delicias;Arganzuela
2010;Anual;15.25;25;2;Delicias;Arganzuela
2011;Anual;15.25;25;2;Delicias;Arganzuela
2012;Anual;15.52;25;2;Delicias;Arganzuela
2013;Anual;15.7;25;2;Delicias;Arganzuela
2014;Anual;16.21;25;2;Delicias;Arganzuela
2015;Anual;16.51;25;2;Delicias;Arganzuela
2016;Anual;16.63;25;2;Delicias;Arganzuela
2017;Anual;16.68;25;2;Delicias;Arganzuela
2018;Anual;16.81;25;2;Delicias;Arganzuela
2019;Anual;16.94;25;2;Delicias;Arganzuela
2020;Anual;17.04;25;2;Delicias;Arganzuela
2021;Anual;17.02;25;2;Delicias;Arganzuela
2022;Anual;17.38;25;2;Delicias;Arganzuela
2005;Anual;22.41;23;2;Chopera;Arganzuela
2006;Anual;22.4;23;2;Chopera;Arganzuela
2007;Anual;22.16;23;2;Chopera;Arganzuela
2008;Anual;21.79;23;2;Chopera;Arganzuela
2009;Anual;21.65;23;2;Chopera;Arganzuela
2010;Anual;21.81;23;2;Chopera;Arganzuela
2011;Anual;22.06;23;2;Chopera;Arganzuela
2012;Anual;22.45;23;2;Chopera;Arganzuela
2013;Anual;22.41;23;2;Chopera;Arganzuela
2014;Anual;22.98;23;2;Chopera;Arganzuela
2015;Anual;23.19;23;2;Chopera;Arganzuela
2016;Anual;23.08;23;2;Chopera;Arganzuela
2017;Anual;23.4;23;2;Chopera;Arganzuela
2018;Anual;23.2;23;2;Chopera;Arganzuela
2019;Anual;22.83;23;2;Chopera;Arganzuela
2020;Anual;22.45;23;2;Chopera;Arganzuela
2021;Anual;22.55;23;2;Chopera;Arganzuela
2022;Anual;22.98;23;2;Chopera;Arganzuela
2005;Anual;19.39;105;10;Campamento;Latina
2006;Anual;20.41;105;10;Campamento;Latina
2007;Anual;20.65;105;10;Campamento;Latina
2008;Anual;21.0;105;10;Campamento;Latina
2009;Anual;21.68;105;10;Campamento;Latina
2010;Anual;22.26;105;10;Campamento;Latina
2011;Anual;22.47;105;10;Campamento;Latina
2012;Anual;23.17;105;10;Campamento;Latina
2013;Anual;23.43;105;10;Campamento;Latina
2014;Anual;23.96;105;10;Campamento;Latina
2015;Anual;24.16;105;10;Campamento;Latina
2016;Anual;24.2;105;10;Campamento;Latina
2017;Anual;24.05;105;10;Campamento;Latina
2018;Anual;24.01;105;10;Campamento;Latina
2019;Anual;23.95;105;10;Campamento;Latina
2020;Anual;23.37;105;10;Campamento;Latina
2021;Anual;23.23;105;10;Campamento;Latina
2022;Anual;23.41;105;10;Campamento;Latina
2005;Anual;22.5;111;11;Comillas;Carabanchel
2006;Anual;22.69;111;11;Comillas;Carabanchel
2007;Anual;23.0;111;11;Comillas;Carabanchel
2008;Anual;22.94;111;11;Comillas;Carabanchel
2009;Anual;22.7;111;11;Comillas;Carabanchel
2010;Anual;23.06;111;11;Comillas;Carabanchel
2011;Anual;23.37;111;11;Comillas;Carabanchel
2012;Anual;23.46;111;11;Comillas;Carabanchel
2013;Anual;23.79;111;11;Comillas;Carabanchel
2014;Anual;24.17;111;11;Comillas;Carabanchel
2015;Anual;24.38;111;11;Comillas;Carabanchel
2016;Anual;24.22;111;11;Comillas;Carabanchel
2017;Anual;24.49;111;11;Comillas;Carabanchel
2018;Anual;24.3;111;11;Comillas;Carabanchel
2019;Anual;23.96;111;11;Comillas;Carabanchel
2020;Anual;23.31;111;11;Comillas;Carabanchel
2021;Anual;23.12;111;11;Comillas;Carabanchel
2022;Anual;23.63;111;11;Comillas;Carabanchel
2005;Anual;20.61;135;13;Portazgo;Puente de Vallecas
2006;Anual;20.97;135;13;Portazgo;Puente de Vallecas
2007;Anual;20.92;135;13;Portazgo;Puente de Vallecas
2008;Anual;20.55;135;13;Portazgo;Puente de Vallecas
2009;Anual;20.69;135;13;Portazgo;Puente de Vallecas
2010;Anual;20.92;135;13;Portazgo;Puente de Vallecas
2011;Anual;20.91;135;13;Portazgo;Puente de Vallecas
2012;Anual;21.02;135;13;Portazgo;Puente de Vallecas
2013;Anual;21.56;135;13;Portazgo;Puente de Vallecas
2014;Anual;22.35;135;13;Portazgo;Puente de Vallecas
2015;Anual;22.61;135;13;Portazgo;Puente de Vallecas
2016;Anual;22.52;135;13;Portazgo;Puente de Vallecas
2017;Anual;22.25;135;13;Portazgo;Puente de Vallecas
2018;Anual;22.03;135;13;Portazgo;Puente de Vallecas
2019;Anual;21.66;135;13;Portazgo;Puente de Vallecas
2020;Anual;21.25;135;13;Portazgo;Puente de Vallecas
2021;Anual;21.11;135;13;Portazgo;Puente de Vallecas
2022;Anual;21.41;135;13;Portazgo;Puente de Vallecas
2005;Anual;18.44;132;13;San Diego;Puente de Vallecas
2006;Anual;18.24;132;13;San Diego;Puente de Vallecas
2007;Anual;17.7;132;13;San Diego;Puente de Vallecas
2008;Anual;16.78;132;13;San Diego;Puente de Vallecas
2009;Anual;16.23;132;13;San Diego;Puente de Vallecas
2010;Anual;16.12;132;13;San Diego;Puente de Vallecas
2011;Anual;16.11;132;13;San Diego;Puente de Vallecas
2012;Anual;16.16;132;13;San Diego;Puente de Vallecas
2013;Anual;16.29;132;13;San Diego;Puente de Vallecas
2014;Anual;16.52;132;13;San Diego;Puente de Vallecas
2015;Anual;16.41;132;13;San Diego;Puente de Vallecas
2016;Anual;15.83;132;13;San Diego;Puente de Vallecas
2017;Anual;15.48;132;13;San Diego;Puente de Vallecas
2018;Anual;14.95;132;13;San Diego;Puente de Vallecas
2019;Anual;14.22;132;13;San Diego;Puente de Vallecas
2020;Anual;13.5;132;13;San Diego;Puente de Vallecas
2021;Anual;13.29;132;13;San Diego;Puente de Vallecas
2022;Anual;13.35;132;13;San Diego;Puente de Vallecas
2005;Anual;20.97;112;11;Opañel;Carabanchel
2006;Anual;21.09;112;11;Opañel;Carabanchel
2007;Anual;21.02;112;11;Opañel;Carabanchel
2008;Anual;20.61;112;11;Opañel;Carabanchel
2009;Anual;20.48;112;11;Opañel;Carabanchel
2010;Anual;20.44;112;11;Opañel;Carabanchel
2011;Anual;20.76;112;11;Opañel;Carabanchel
2012;Anual;20.95;112;11;Opañel;Carabanchel
2013;Anual;21.24;112;11;Opañel;Carabanchel
2014;Anual;21.49;112;11;Opañel;Carabanchel
2015;Anual;21.82;112;11;Opañel;Carabanchel
2016;Anual;21.67;112;11;Opañel;Carabanchel
2017;Anual;21.31;112;11;Opañel;Carabanchel
2018;Anual;21.09;112;11;Opañel;Carabanchel
2019;Anual;20.86;112;11;Opañel;Carabanchel
2020;Anual;20.58;112;11;Opañel;Carabanchel
2021;Anual;20.13;112;11;Opañel;Carabanchel
2022;Anual;20.23;112;11;Opañel;Carabanchel
2005;Anual;22.2;125;12;Moscardó;Usera
